id,title,first_author,authors,year,primary_area,subcategory,discovery_topics,venue_from_source,journal_reference_from_source,arxiv_id,doi,opened_url,verification_status,review_decision,review_note,review_level,full_text_review,opened_at_utc,evidence_json,discovery_urls,metadata_correction_note
P0085,UserBench: An Interactive Gym Environment for User-Centric Agents,"Qian, Cheng","Qian, Cheng | Liu, Zuxin | Prabhakar, Akshara | Liu, Zhiwei | Zhang, Jianguo | Chen, Haolin | Ji, Heng | Yao, Weiran | Heinecke, Shelby | Savarese, Silvio | Xiong, Caiming | Wang, Huan",2025,Environment,交互环境与评测基准,Interactive agent benchmarks/tool/code/enterprise environments,arXiv (preprint repository; acceptance not inferred),,2507.22034,,https://arxiv.org/abs/2507.22034,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:53:08.281777+00:00,evidence/7551bc0507bcec879832.json,https://arxiv.org/html/2606.12191v1,
P0086,WebWalker: Benchmarking LLMs in Web Traversal,Jialong Wu,Jialong Wu | Wenbiao Yin | Yong Jiang | Zhenglin Wang | Zekun Xi | Runnan Fang | Linhai Zhang | Yulan He | Deyu Zhou | Pengjun Xie | Fei Huang,2025,Environment,交互环境与评测基准,Research/search interactive environments,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),,,10.18653/v1/2025.acl-long.508,https://aclanthology.org/2025.acl-long.508/,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:52:38.418504+00:00,evidence/3a64a42669347d6ac7e1.json,https://arxiv.org/html/2606.12191v1,
P0087,WideSearch: Benchmarking Agentic Broad Info-Seeking,"Wong, Ryan","Wong, Ryan | Wang, Jiawei | Zhao, Junjie | Chen, Li | Gao, Yan | Zhang, Long | Zhou, Xuan | Wang, Zuo | Xiang, Kai | Zhang, Ge | Huang, Wenhao | Wang, Yang | Wang, Ke",2025,Environment,交互环境与评测基准,Research/search interactive environments,arXiv (preprint repository; acceptance not inferred),,2508.07999,,https://arxiv.org/abs/2508.07999,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:52:35.801561+00:00,evidence/83e1e39a04f47c229643.json,https://arxiv.org/html/2606.12191v1,
P0088,macOSWorld: A Multilingual Interactive Benchmark for GUI Agents,"Yang, Pei","Yang, Pei | Ci, Hai | Shou, Mike Zheng",2025,Environment,交互环境与评测基准,Agent benchmark,arXiv (preprint repository; acceptance not inferred),,2506.04135,,https://arxiv.org/abs/2506.04135,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:55:08.144936+00:00,evidence/b7896082398a38115e49.json,local:环境坐标空间-综述与提案-v3.0.md#reference-18,
P0089,$\tau$-bench: A Benchmark for Tool-Agent-User Interaction in Real-World Domains,"Yao, Shunyu","Yao, Shunyu | Shinn, Noah | Razavi, Pedram | Narasimhan, Karthik",2024,Environment,交互环境与评测基准,Agent benchmark | Research/search interactive environments,arXiv (preprint repository; acceptance not inferred),,2406.12045,,https://arxiv.org/abs/2406.12045,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:52:24.140588+00:00,evidence/9e1bf2cb709d465ff34c.json,https://arxiv.org/html/2606.12191v1 | local:环境坐标空间-综述与提案-v3.0.md#reference-10,
P0090,AgentBoard: An Analytical Evaluation Board of Multi-turn LLM Agents,"Ma, Chang","Ma, Chang | Zhang, Junlei | Zhu, Zhihao | Yang, Cheng | Yang, Yujiu | Jin, Yaohui | Lan, Zhenzhong | Kong, Lingpeng | He, Junxian",2024,Environment,交互环境与评测基准,Interactive agent benchmarks/tool/code/enterprise environments,Advances in Neural Information Processing Systems,,,10.52202/079017-2365,https://papers.nips.cc/paper_files/paper/2024/hash/877b40688e330a0e2a3fc24084208dfa-Abstract-Datasets_and_Benchmarks_Track.html,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:53:21.321955+00:00,evidence/807712a57cb1482ea762.json,https://arxiv.org/html/2606.12191v1,
P0091,AndroidWorld: A Dynamic Benchmarking Environment for Autonomous Agents,"Rawles, Christopher","Rawles, Christopher | Clinckemaillie, Sarah | Chang, Yifan | Waltz, Jonathan | Lau, Gabrielle | Fair, Marybeth | Li, Alice | Bishop, William | Li, Wei | Campbell-Ajala, Folawiyo | Toyama, Daniel | Berry, Robert | Tyamagundlu, Divya | Lillicrap, Timothy | Riva, Oriana",2024,Environment,交互环境与评测基准,Agent benchmark,arXiv (preprint repository; acceptance not inferred),,2405.14573,,https://arxiv.org/abs/2405.14573,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:55:05.420494+00:00,evidence/6d9d7574bcb649369cef.json,local:环境坐标空间-综述与提案-v3.0.md#reference-14,
P0092,AppWorld: A Controllable World of Apps and People for Benchmarking Interactive Coding Agents,"Trivedi, Harsh","Trivedi, Harsh | Khot, Tushar | Hartmann, Mareike | Manku, Ruskin | Dong, Vinty | Li, Edward | Gupta, Shashank | Sabharwal, Ashish | Balasubramanian, Niranjan",2024,Environment,交互环境与评测基准,Agent benchmark | Interactive agent benchmarks/tool/code/enterprise environments,arXiv (preprint repository; acceptance not inferred),,2407.18901,,https://arxiv.org/abs/2407.18901,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:55:05.993238+00:00,evidence/4b447c281e0a6787fb3d.json,https://arxiv.org/html/2606.12191v1 | local:环境坐标空间-综述与提案-v3.0.md#reference-15,
P0093,MLE-bench: Evaluating Machine Learning Agents on Machine Learning Engineering,"Chan, Jun Shern","Chan, Jun Shern | Chowdhury, Neil | Jaffe, Oliver | Aung, James | Sherburn, Dane | Mays, Evan | Starace, Giulio | Liu, Kevin | Maksin, Leon | Patwardhan, Tejal | Weng, Lilian | Mądry, Aleksander",2024,Environment,交互环境与评测基准,Agent benchmark,arXiv (preprint repository; acceptance not inferred),,2410.07095,,https://arxiv.org/abs/2410.07095,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:55:04.711038+00:00,evidence/eff8450fef3fd9131db9.json,local:环境坐标空间-综述与提案-v3.0.md#reference-12,
P0094,OSWorld: Benchmarking Multimodal Agents for Open-Ended Tasks in Real Computer Environments,"Xie, Tianbao","Xie, Tianbao | Zhang, Danyang | Chen, Jixuan | Li, Xiaochuan | Zhao, Siheng | Cao, Ruisheng | Hua, Toh Jing | Cheng, Zhoujun | Shin, Dongchan | Lei, Fangyu | Liu, Yitao | Xu, Yiheng | Zhou, Shuyan | Savarese, Silvio | Xiong, Caiming | Zhong, Victor | Yu, Tao",2024,Environment,交互环境与评测基准,Agent benchmark | GUI/web/mobile/OS interactive environments,arXiv (preprint repository; acceptance not inferred),,2404.07972,,https://arxiv.org/abs/2404.07972,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:55:01.486479+00:00,evidence/0dcc940602be0c71258d.json,https://arxiv.org/html/2606.12191v1 | local:环境坐标空间-综述与提案-v3.0.md#reference-5,
P0095,SWE-bench Multimodal: Do AI Systems Generalize to Visual Software Domains?,"Yang, John","Yang, John | Jimenez, Carlos E. | Zhang, Alex L. | Lieret, Kilian | Yang, Joyce | Wu, Xindi | Press, Ori | Muennighoff, Niklas | Synnaeve, Gabriel | Narasimhan, Karthik R. | Yang, Diyi | Wang, Sida I. | Press, Ofir",2024,Environment,交互环境与评测基准,Agent benchmark | Interactive agent benchmarks/tool/code/enterprise environments,arXiv (preprint repository; acceptance not inferred),,2410.03859,,https://arxiv.org/abs/2410.03859,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:53:14.192950+00:00,evidence/f272499ae440e5046ffc.json,https://arxiv.org/html/2606.12191v1 | local:环境坐标空间-综述与提案-v3.0.md#reference-3,
P0096,StableToolBench: Towards Stable Large-Scale Benchmarking on Tool Learning of Large Language Models,"Guo, Zhicheng","Guo, Zhicheng | Cheng, Sijie | Wang, Hao | Liang, Shihao | Qin, Yujia | Li, Peng | Liu, Zhiyuan | Sun, Maosong | Liu, Yang",2024,Environment,交互环境与评测基准,Interactive agent benchmarks/tool/code/enterprise environments | tool_use_and_interfaces,arXiv (preprint repository; acceptance not inferred),,2403.07714,,https://arxiv.org/abs/2403.07714,verified_metadata,keep_relevant,摘要讨论外部工具的表示、选择、调用、执行反馈或评测，与工具接口层直接相关。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:57:14.781378+00:00,evidence/c56942d33feb09035328.json,https://arxiv.org/html/2606.12191v1 | https://github.com/js-lee-AI/awesome-llm-agent-papers,
P0097,THE COLOSSEUM: A Benchmark for Evaluating Generalization for Robotic Manipulation,"Pumacay, Wilbert","Pumacay, Wilbert | Singh, Ishika | Duan, Jiafei | Krishna, Ranjay | Thomason, Jesse | Fox, Dieter",2024,Environment,交互环境与评测基准,机器人与世界模型,arXiv (preprint repository; acceptance not inferred),,2402.08191,,https://arxiv.org/abs/2402.08191,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:55:17.728940+00:00,evidence/a0ae5ddc213be490e3e6.json,local:环境坐标空间-综述与提案-v3.0.md#reference-68,
P0098,TheAgentCompany: Benchmarking LLM Agents on Consequential Real World Tasks,"Xu, Frank F.","Xu, Frank F. | Song, Yufan | Li, Boxuan | Tang, Yuxuan | Jain, Kritanjali | Bao, Mengxue | Wang, Zora Z. | Zhou, Xuhui | Guo, Zhitong | Cao, Murong | Yang, Mingyang | Lu, Hao Yang | Martin, Amaad | Su, Zhe | Maben, Leander | Mehta, Raj | Chi, Wayne | Jang, Lawrence | Xie, Yiqing | Zhou, Shuyan | Neubig, Graham",2024,Environment,交互环境与评测基准,Agent benchmark,arXiv (preprint repository; acceptance not inferred),,2412.14161,,https://arxiv.org/abs/2412.14161,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:55:06.624358+00:00,evidence/ef33e3e91126f3bcaef7.json,local:环境坐标空间-综述与提案-v3.0.md#reference-16,
P0099,Training Software Engineering Agents and Verifiers with SWE-Gym,"Pan, Jiayi","Pan, Jiayi | Wang, Xingyao | Neubig, Graham | Jaitly, Navdeep | Ji, Heng | Suhr, Alane | Zhang, Yizhe",2024,Environment,交互环境与评测基准,Environment synthesis/generation/executable task construction | harness_runtime_and_orchestration,arXiv (preprint repository; acceptance not inferred),,2412.21139,,https://arxiv.org/abs/2412.21139,verified_metadata,keep_relevant,摘要讨论代理运行结构、工作流、执行接口或编排机制，与 harness 主范围直接相关。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:56:20.748525+00:00,evidence/cf9fd61a722a6d60fb60.json,https://arxiv.org/html/2606.12191v1 | https://github.com/NeuraLiying/Awesome-Agent-Harnesses,
P0100,VisualWebArena: Evaluating Multimodal Agents on Realistic Visual Web Tasks,"Koh, Jing Yu","Koh, Jing Yu | Lo, Robert | Jang, Lawrence | Duvvur, Vikram | Lim, Ming Chong | Huang, Po-Yu | Neubig, Graham | Zhou, Shuyan | Salakhutdinov, Ruslan | Fried, Daniel",2024,Environment,交互环境与评测基准,Agent benchmark | GUI/web/mobile/OS interactive environments,arXiv (preprint repository; acceptance not inferred),,2401.13649,,https://arxiv.org/abs/2401.13649,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:55:02.746207+00:00,evidence/ecb953858f7b8e5882a5.json,https://arxiv.org/html/2606.12191v1 | local:环境坐标空间-综述与提案-v3.0.md#reference-8,
P0101,Windows Agent Arena: Evaluating Multi-Modal OS Agents at Scale,"Bonatti, Rogerio","Bonatti, Rogerio | Zhao, Dan | Bonacci, Francesco | Dupont, Dillon | Abdali, Sara | Li, Yinheng | Lu, Yadong | Wagle, Justin | Koishida, Kazuhito | Bucker, Arthur | Jang, Lawrence | Hui, Zack",2024,Environment,交互环境与评测基准,Agent benchmark | GUI/web/mobile/OS interactive environments,arXiv (preprint repository; acceptance not inferred),,2409.08264,,https://arxiv.org/abs/2409.08264,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:52:30.267687+00:00,evidence/1117dbd3497996a87ef3.json,https://arxiv.org/html/2606.12191v1 | local:环境坐标空间-综述与提案-v3.0.md#reference-13,
P0102,API-Bank: A Comprehensive Benchmark for Tool-Augmented LLMs,"Li, Minghao","Li, Minghao | Zhao, Yingxiu | Yu, Bowen | Song, Feifan | Li, Hangyu | Yu, Haiyang | Li, Zhoujun | Huang, Fei | Li, Yongbin",2023,Environment,交互环境与评测基准,Research/search interactive environments | tool_use_and_interfaces,arXiv (preprint repository; acceptance not inferred),,2304.08244,,https://arxiv.org/abs/2304.08244,verified_metadata,keep_relevant,摘要讨论外部工具的表示、选择、调用、执行反馈或评测，与工具接口层直接相关。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:55:46.280983+00:00,evidence/c09d82fb0fc9323f3364.json,https://arxiv.org/html/2606.12191v1 | https://github.com/NeuraLiying/Awesome-Agent-Harnesses,
P0103,AgentBench: Evaluating LLMs as Agents,"Liu, Xiao","Liu, Xiao | Yu, Hao | Zhang, Hanchen | Xu, Yifan | Lei, Xuanyu | Lai, Hanyu | Gu, Yu | Ding, Hangliang | Men, Kaiwen | Yang, Kejuan | Zhang, Shudan | Deng, Xiang | Zeng, Aohan | Du, Zhengxiao | Zhang, Chenhui | Shen, Sheng | Zhang, Tianjun | Su, Yu | Sun, Huan | Huang, Minlie | Dong, Yuxiao | Tang, Jie",2023,Environment,交互环境与评测基准,Agent benchmark,arXiv (preprint repository; acceptance not inferred),,2308.03688,,https://arxiv.org/abs/2308.03688,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:55:03.391326+00:00,evidence/d234ade2718a748e7113.json,local:环境坐标空间-综述与提案-v3.0.md#reference-9,
P0104,GAIA: a benchmark for General AI Assistants,"Mialon, Grégoire","Mialon, Grégoire | Fourrier, Clémentine | Swift, Craig | Wolf, Thomas | LeCun, Yann | Scialom, Thomas",2023,Environment,交互环境与评测基准,Agent benchmark,arXiv (preprint repository; acceptance not inferred),,2311.12983,,https://arxiv.org/abs/2311.12983,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:55:04.034326+00:00,evidence/1c294c3f51d7bc1f6508.json,local:环境坐标空间-综述与提案-v3.0.md#reference-11,
P0105,Mind2Web: Towards a Generalist Agent for the Web,"Deng, Xiang","Deng, Xiang | Gu, Yu | Zheng, Boyuan | Chen, Shijie | Stevens, Sam | Wang, Boshi | Sun, Huan | Su, Yu",2023,Environment,交互环境与评测基准,GUI/web/mobile/OS interactive environments,Advances in Neural Information Processing Systems,,,10.52202/075280-1220,https://papers.nips.cc/paper_files/paper/2023/hash/5950bf290a1570ea401bf98882128160-Abstract-Datasets_and_Benchmarks.html,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:52:33.857360+00:00,evidence/2a788ecf5da54fc6d0d6.json,https://arxiv.org/html/2606.12191v1,
P0106,SWE-bench: Can Language Models Resolve Real-World GitHub Issues?,"Jimenez, Carlos E.","Jimenez, Carlos E. | Yang, John | Wettig, Alexander | Yao, Shunyu | Pei, Kexin | Press, Ofir | Narasimhan, Karthik",2023,Environment,交互环境与评测基准,Agent benchmark,arXiv (preprint repository; acceptance not inferred),,2310.06770,,https://arxiv.org/abs/2310.06770,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:55:00.796490+00:00,evidence/3e4a5dea3aec490fe3b7.json,local:环境坐标空间-综述与提案-v3.0.md#reference-1,
P0107,WebArena: A Realistic Web Environment for Building Autonomous Agents,"Zhou, Shuyan","Zhou, Shuyan | Xu, Frank F. | Zhu, Hao | Zhou, Xuhui | Lo, Robert | Sridhar, Abishek | Cheng, Xianyi | Ou, Tianyue | Bisk, Yonatan | Fried, Daniel | Alon, Uri | Neubig, Graham",2023,Environment,交互环境与评测基准,Agent benchmark,arXiv (preprint repository; acceptance not inferred),,2307.13854,,https://arxiv.org/abs/2307.13854,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:55:02.153141+00:00,evidence/eff46c739f8899c18a65.json,local:环境坐标空间-综述与提案-v3.0.md#reference-7,
P0108,ScienceWorld: Is your Agent Smarter than a 5th Grader?,Ruoyao Wang,Ruoyao Wang | Peter Jansen | Marc-Alexandre Côté | Prithviraj Ammanabrolu,2022,Environment,交互环境与评测基准,Research/search interactive environments,Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing,,,10.18653/v1/2022.emnlp-main.775,https://aclanthology.org/2022.emnlp-main.775/,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:52:20.363135+00:00,evidence/d368b64b413f8e0686f1.json,https://arxiv.org/html/2606.12191v1,
P0109,WebShop: Towards Scalable Real-World Web Interaction with Grounded Language Agents,"Yao, Shunyu","Yao, Shunyu | Chen, Howard | Yang, John | Narasimhan, Karthik",2022,Environment,交互环境与评测基准,Interactive agent benchmarks/tool/code/enterprise environments,Advances in Neural Information Processing Systems,,,10.52202/068431-1508,https://papers.nips.cc/paper_files/paper/2022/hash/82ad13ec01f9fe44c01cb91814fd7b8c-Abstract-Conference.html,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:52:14.898465+00:00,evidence/61fa7adb751bbf7aabf9.json,https://arxiv.org/html/2606.12191v1,
P0110,ALFRED: A Benchmark for Interpreting Grounded Instructions for Everyday Tasks,"Shridhar, Mohit","Shridhar, Mohit | Thomason, Jesse | Gordon, Daniel | Bisk, Yonatan | Han, Winson | Mottaghi, Roozbeh | Zettlemoyer, Luke | Fox, Dieter",2020,Environment,交互环境与评测基准,Research/search interactive environments,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,https://openaccess.thecvf.com/content_CVPR_2020/html/Shridhar_ALFRED_A_Benchmark_for_Interpreting_Grounded_Instructions_for_Everyday_Tasks_CVPR_2020_paper.html,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:52:18.905713+00:00,evidence/718195d06849835a1369.json,https://arxiv.org/html/2606.12191v1,
P0111,WILDS: A Benchmark of in-the-Wild Distribution Shifts,"Koh, Pang Wei","Koh, Pang Wei | Sagawa, Shiori | Marklund, Henrik | Xie, Sang Michael | Zhang, Marvin | Balsubramani, Akshay | Hu, Weihua | Yasunaga, Michihiro | Phillips, Richard Lanas | Gao, Irena | Lee, Tony | David, Etienne | Stavness, Ian | Guo, Wei | Earnshaw, Berton A. | Haque, Imran S. | Beery, Sara | Leskovec, Jure | Kundaje, Anshul | Pierson, Emma | Levine, Sergey | Finn, Chelsea | Liang, Percy",2020,Environment,交互环境与评测基准,机器学习：不变性、因果、鲁棒性,arXiv (preprint repository; acceptance not inferred),,2012.07421,,https://arxiv.org/abs/2012.07421,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:55:24.181720+00:00,evidence/ab451c500482e04913cf.json,local:环境坐标空间-综述与提案-v3.0.md#reference-40,
P0112,Benchmarking Neural Network Robustness to Common Corruptions and Perturbations,"Hendrycks, Dan","Hendrycks, Dan | Dietterich, Thomas",2019,Environment,交互环境与评测基准,机器学习：不变性、因果、鲁棒性,arXiv (preprint repository; acceptance not inferred),,1903.12261,,https://arxiv.org/abs/1903.12261,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:55:22.266088+00:00,evidence/deaf72f7093452df3b80.json,local:环境坐标空间-综述与提案-v3.0.md#reference-36,
P0113,Leveraging Procedural Generation to Benchmark Reinforcement Learning,"Cobbe, Karl","Cobbe, Karl | Hesse, Christopher | Hilton, Jacob | Schulman, John",2019,Environment,交互环境与评测基准,Open-ended learning/procedural environment evolution | RL 基础设施与产业,arXiv (preprint repository; acceptance not inferred),,1912.01588,,https://arxiv.org/abs/1912.01588,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:55:09.253039+00:00,evidence/a56dfc4c94e6c96e901e.json,https://arxiv.org/abs/1912.01588 | local:环境坐标空间-综述与提案-v3.0.md#reference-30,
P0114,Domain Randomization for Transferring Deep Neural Networks from Simulation to the Real World,"Tobin, Josh","Tobin, Josh | Fong, Rachel | Ray, Alex | Schneider, Jonas | Zaremba, Wojciech | Abbeel, Pieter",2017,Environment,交互环境与评测基准,RL 基础设施与产业,arXiv (preprint repository; acceptance not inferred),,1703.06907,,https://arxiv.org/abs/1703.06907,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:55:09.878035+00:00,evidence/77857de39a873e56d64e.json,local:环境坐标空间-综述与提案-v3.0.md#reference-32,
P0115,OpenAI Gym,"Brockman, Greg","Brockman, Greg | Cheung, Vicki | Pettersson, Ludwig | Schneider, Jonas | Schulman, John | Tang, Jie | Zaremba, Wojciech",2016,Environment,交互环境与评测基准,Interactive agent benchmarks/tool/code/enterprise environments | 基础：执行环境、配置与可复现性,arXiv (preprint repository; acceptance not inferred),,1606.01540,,https://arxiv.org/abs/1606.01540,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:52:28.655978+00:00,evidence/d122f1ef56a9dc33c309.json,https://arxiv.org/abs/1606.01540 | https://arxiv.org/html/2606.12191v1,
P0116,RoboFactory: Exploring Embodied Agent Collaboration with Compositional Constraints,"Qin, Yiran","Qin, Yiran | Kang, Li | Song, Xiufeng | Yin, Zhenfei | Liu, Xiaohong | Liu, Xihui | Zhang, Ruimao | Bai, Lei",2025,Environment,具身、游戏与模拟环境,Embodied/game/simulation environments,arXiv (preprint repository; acceptance not inferred),,2503.16408,,https://arxiv.org/abs/2503.16408,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:52:48.887817+00:00,evidence/42336d03a43ca4674e95.json,https://arxiv.org/html/2606.12191v1,
P0117,Sari Sandbox: A Virtual Retail Store Environment for Embodied AI Agents,"Gajo, Janika Deborah","Gajo, Janika Deborah | Merales, Gerarld Paul | Escarcha, Jerome | Molina, Brenden Ashley | Nartea, Gian | Maminta, Emmanuel G. | Roldan, Juan Carlos | Atienza, Rowel O.",2025,Environment,具身、游戏与模拟环境,Embodied/game/simulation environments,arXiv (preprint repository; acceptance not inferred),,2508.00400,,https://arxiv.org/abs/2508.00400,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:54:11.395887+00:00,evidence/56f3f09dff445eb2a9ce.json,https://arxiv.org/html/2606.12191v1,
P0118,Decomposing the Generalization Gap in Imitation Learning for Visual Robotic Manipulation,"Xie, Annie","Xie, Annie | Lee, Lisa | Xiao, Ted | Finn, Chelsea",2023,Environment,具身、游戏与模拟环境,机器人与世界模型,arXiv (preprint repository; acceptance not inferred),,2307.03659,,https://arxiv.org/abs/2307.03659,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:55:18.339582+00:00,evidence/9dfd3a200f2377d9cf18.json,local:环境坐标空间-综述与提案-v3.0.md#reference-69,
P0119,Learning Interactive Real-World Simulators,"Yang, Sherry","Yang, Sherry | Du, Yilun | Ghasemipour, Kamyar | Tompson, Jonathan | Kaelbling, Leslie | Schuurmans, Dale | Abbeel, Pieter",2023,Environment,具身、游戏与模拟环境,机器人与世界模型,arXiv (preprint repository; acceptance not inferred),,2310.06114,,https://arxiv.org/abs/2310.06114,verified_metadata,bibliographic_screening,按发现源主题与题名归类；具体环境因素及结论待全文编码。,Source metadata verification and topic screening,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T05:55:19.649501+00:00,evidence/ae7d7530b0e45a0de9e3.json,local:环境坐标空间-综述与提案-v3.0.md#reference-74,
